userId,authType,완료한 Stage
ID066931,SUMTOTAL,4
ID046089,SUMTOTAL,4
ID037093,SUMTOTAL,4
IDFL-00261912,SUMTOTAL,4
IDFL-0019422,SUMTOTAL,4
ID043500,SUMTOTAL,4
IDKS-66690317,SUMTOTAL,4
ID063072,SUMTOTAL,4
ID062749,SUMTOTAL,4
ID058927,SUMTOTAL,4
ID050263,SUMTOTAL,4
ID051058,SUMTOTAL,4
ID063682,SUMTOTAL,4
ID062392,SUMTOTAL,4
ID039411,SUMTOTAL,4
ID029837,SUMTOTAL,4
ID047625,SUMTOTAL,4
ID067153,SUMTOTAL,4
ID065210,SUMTOTAL,4
ID056207,SUMTOTAL,4
ID064565,SUMTOTAL,4
ID049435,SUMTOTAL,4
ID001105,SUMTOTAL,4
ID062171,SUMTOTAL,4
ID032884,SUMTOTAL,4
ID051753,SUMTOTAL,4
ID034909,SUMTOTAL,4
ID043019,SUMTOTAL,4
ID058247,SUMTOTAL,4
IDFL-00292542,SUMTOTAL,4
ID064501,SUMTOTAL,4
ID043552,SUMTOTAL,4
ID063614,SUMTOTAL,4
ID060239,SUMTOTAL,4
IDFL-00287989,SUMTOTAL,4
ID051907,SUMTOTAL,4
IDFL-00293716,SUMTOTAL,4
ID067479,SUMTOTAL,4
ID067630,SUMTOTAL,4
ID052244,SUMTOTAL,4
IDAC-294730418,SUMTOTAL,4
IDFL-00293252,SUMTOTAL,4
ID068775,SUMTOTAL,4
ID059541,SUMTOTAL,4
ID066044,SUMTOTAL,4
ID050158,SUMTOTAL,4
ID068024,SUMTOTAL,4
ID059421,SUMTOTAL,4
ID038268,SUMTOTAL,4
ID028466,SUMTOTAL,4
ID036138,SUMTOTAL,4
IDFL-0019207,SUMTOTAL,4
ID068026,SUMTOTAL,4
ID048742,SUMTOTAL,4
ID062771,SUMTOTAL,4
ID059435,SUMTOTAL,4
ID057529,SUMTOTAL,4
ID056029,SUMTOTAL,4
ID063933,SUMTOTAL,4
ID048893,SUMTOTAL,4
ID060046,SUMTOTAL,4
ID001753,SUMTOTAL,4
ID046151,SUMTOTAL,4
ID033366,SUMTOTAL,4
ID052675,SUMTOTAL,4
ID042299,SUMTOTAL,4
ID061993,SUMTOTAL,4
ID062793,SUMTOTAL,4
IDAC-179680717,SUMTOTAL,4
ID039858,SUMTOTAL,4
ID058377,SUMTOTAL,4
ID053804,SUMTOTAL,4
ID050229,SUMTOTAL,4
ID066458,SUMTOTAL,4
ID058470,SUMTOTAL,4
IDKS-89781117,SUMTOTAL,4
ID060204,SUMTOTAL,4
ID036130,SUMTOTAL,4
ID001671,SUMTOTAL,4
ID049497,SUMTOTAL,4
ID068585,SUMTOTAL,4
ID045644,SUMTOTAL,4
ID038851,SUMTOTAL,4
IDAC-270711217,SUMTOTAL,4
ID061685,SUMTOTAL,4
ID002773,SUMTOTAL,4
ID049492,SUMTOTAL,4
ID051437,SUMTOTAL,4
ID055001,SUMTOTAL,4
ID027856,SUMTOTAL,4
ID065841,SUMTOTAL,4
IDAC-156420517,SUMTOTAL,4
ID035752,SUMTOTAL,4
ID064145,SUMTOTAL,4
ID059397,SUMTOTAL,4
IDFL-0003997,SUMTOTAL,4
ID036743,SUMTOTAL,4
ID060272,SUMTOTAL,4
IDFL-00286888,SUMTOTAL,4
ID059852,SUMTOTAL,4
IDFL-00293364,SUMTOTAL,4
ID055137,SUMTOTAL,4
ID053411,SUMTOTAL,4
ID062910,SUMTOTAL,4
ID043115,SUMTOTAL,4
ID002382,SUMTOTAL,4
ID065889,SUMTOTAL,4
ID068711,SUMTOTAL,4
ID048056,SUMTOTAL,4
ID066120,SUMTOTAL,4
ID045109,SUMTOTAL,4
ID026851,SUMTOTAL,4
ID068774,SUMTOTAL,4
ID031101,SUMTOTAL,4
ID033437,SUMTOTAL,4
ID051385,SUMTOTAL,4
ID053799,SUMTOTAL,4
IDFL-00273272,SUMTOTAL,4
IDFL-00288028,SUMTOTAL,4
ID050409,SUMTOTAL,4
ID065101,SUMTOTAL,4
ID065959,SUMTOTAL,4
IDFL-00294384,SUMTOTAL,4
IDFL-0025740,SUMTOTAL,4
ID042968,SUMTOTAL,4
ID035319,SUMTOTAL,4
ID060519,SUMTOTAL,4
ID060365,SUMTOTAL,4
ID037244,SUMTOTAL,4
ID046161,SUMTOTAL,4
ID058860,SUMTOTAL,4
ID068647,SUMTOTAL,4
ID000587,SUMTOTAL,4
ID066202,SUMTOTAL,4
ID066300,SUMTOTAL,4
ID059315,SUMTOTAL,4
ID058318,SUMTOTAL,4
ID057113,SUMTOTAL,4
ID038436,SUMTOTAL,4
ID058805,SUMTOTAL,4
ID058613,SUMTOTAL,4
ID064730,SUMTOTAL,4
ID068804,SUMTOTAL,4
IDAC-260411017,SUMTOTAL,4
ID035236,SUMTOTAL,4
ID051320,SUMTOTAL,4
ID041623,SUMTOTAL,4
ID034406,SUMTOTAL,4
ID065354,SUMTOTAL,4
IDAC-174680717,SUMTOTAL,4
ID067090,SUMTOTAL,4
ID067043,SUMTOTAL,4
ID026948,SUMTOTAL,4
ID009418,SUMTOTAL,4
ID034298,SUMTOTAL,4
ID057299,SUMTOTAL,4
IDAC-269851217,SUMTOTAL,4
ID032310,SUMTOTAL,4
ID067340,SUMTOTAL,4
ID028010,SUMTOTAL,4
ID061560,SUMTOTAL,4
ID045386,SUMTOTAL,4
ID059704,SUMTOTAL,4
ID066016,SUMTOTAL,4
ID067033,SUMTOTAL,4
ID044066,SUMTOTAL,4
ID064402,SUMTOTAL,4
ID060376,SUMTOTAL,4
ID056477,SUMTOTAL,4
ID060034,SUMTOTAL,4
ID058182,SUMTOTAL,4
ID065905,SUMTOTAL,4
ID064221,SUMTOTAL,4
ID059174,SUMTOTAL,4
ID059684,SUMTOTAL,4
ID065294,SUMTOTAL,4
ID029950,SUMTOTAL,4
ID060957,SUMTOTAL,4
IDFL-00294428,SUMTOTAL,4
ID043883,SUMTOTAL,4
IDFL-0024930,SUMTOTAL,4
ID042972,SUMTOTAL,4
ID065088,SUMTOTAL,4
IDFL-00294635,SUMTOTAL,4
ID066865,SUMTOTAL,4
ID054279,SUMTOTAL,4
ID064364,SUMTOTAL,4
ID065938,SUMTOTAL,4
ID060592,SUMTOTAL,4
IDFL-00293435,SUMTOTAL,4
ID030384,SUMTOTAL,4
ID037643,SUMTOTAL,4
ID049303,SUMTOTAL,4
ID058231,SUMTOTAL,4
ID033594,SUMTOTAL,4
ID061320,SUMTOTAL,4
ID056895,SUMTOTAL,4
ID052247,SUMTOTAL,4
ID063983,SUMTOTAL,4
IDFL-00288509,SUMTOTAL,4
IDKS-74890517,SUMTOTAL,4
IDAC-120680816,SUMTOTAL,4
ID063845,SUMTOTAL,4
ID048221,SUMTOTAL,4
ID048988,SUMTOTAL,4
ID061211,SUMTOTAL,4
ID045034,SUMTOTAL,4
ID063097,SUMTOTAL,4
ID065876,SUMTOTAL,4
ID057898,SUMTOTAL,4
ID050895,SUMTOTAL,4
ID060838,SUMTOTAL,4
ID033727,SUMTOTAL,4
ID002105,SUMTOTAL,4
ID057567,SUMTOTAL,4
IDAC-244960917,SUMTOTAL,4
ID045549,SUMTOTAL,4
ID050504,SUMTOTAL,4
ID000585,SUMTOTAL,4
ID041000,SUMTOTAL,4
ID068373,SUMTOTAL,4
ID067268,SUMTOTAL,4
ID063421,SUMTOTAL,4
ID061789,SUMTOTAL,4
IDFL-0023372,SUMTOTAL,4
ID060769,SUMTOTAL,4
ID060677,SUMTOTAL,4
ID068816,SUMTOTAL,4
ID058300,SUMTOTAL,4
ID045284,SUMTOTAL,4
ID060469,SUMTOTAL,4
ID051140,SUMTOTAL,4
ID048613,SUMTOTAL,4
ID047978,SUMTOTAL,4
ID063058,SUMTOTAL,4
IDAC-196940817,SUMTOTAL,4
ID044916,SUMTOTAL,4
ID066642,SUMTOTAL,4
ID067344,SUMTOTAL,4
ID053182,SUMTOTAL,4
ID037215,SUMTOTAL,4
ID063032,SUMTOTAL,4
ID064137,SUMTOTAL,4
ID054311,SUMTOTAL,4
ID046336,SUMTOTAL,4
IDKS-86551017,SUMTOTAL,4
ID056460,SUMTOTAL,4
ID045118,SUMTOTAL,4
IDAC-298370418,SUMTOTAL,4
ID068631,SUMTOTAL,4
ID057809,SUMTOTAL,4
IDAC-253180917,SUMTOTAL,4
ID051694,SUMTOTAL,4
ID063596,SUMTOTAL,4
ID050227,SUMTOTAL,4
ID050236,SUMTOTAL,4
ID068175,SUMTOTAL,4
ID060465,SUMTOTAL,4
ID055240,SUMTOTAL,4
ID049862,SUMTOTAL,4
ID065799,SUMTOTAL,4
ID049386,SUMTOTAL,4
ID066539,SUMTOTAL,4
IDFL-00268222,SUMTOTAL,4
IDAC-270441217,SUMTOTAL,4
IDAC-180810717,SUMTOTAL,4
IDAC-314160718,SUMTOTAL,4
ID049594,SUMTOTAL,4
ID036082,SUMTOTAL,4
ID067851,SUMTOTAL,4
ID065572,SUMTOTAL,4
ID062425,SUMTOTAL,1
IDFL-00293951,SUMTOTAL,4
ID064348,SUMTOTAL,4
ID053360,SUMTOTAL,4
IDAC-280120318,SUMTOTAL,4
IDKS-89321117,SUMTOTAL,4
ID061072,SUMTOTAL,4
ID052634,SUMTOTAL,4
ID058878,SUMTOTAL,4
ID053186,SUMTOTAL,4
ID049168,SUMTOTAL,4
ID068164,SUMTOTAL,4
ID055918,SUMTOTAL,4
ID035415,SUMTOTAL,4
ID062055,SUMTOTAL,4
IDAC-192130717,SUMTOTAL,4
ID055393,SUMTOTAL,4
ID051750,SUMTOTAL,4
ID062747,SUMTOTAL,4
ID032786,SUMTOTAL,4
ID033591,SUMTOTAL,4
ID055912,SUMTOTAL,4
ID065708,SUMTOTAL,4
ID047242,SUMTOTAL,4
IDFL-00288340,SUMTOTAL,4
ID064049,SUMTOTAL,4
IDAC-194700817,SUMTOTAL,4
ID050137,SUMTOTAL,4
ID059277,SUMTOTAL,4
ID068800,SUMTOTAL,4
IDAC-282080318,SUMTOTAL,4
ID066712,SUMTOTAL,4
ID062094,SUMTOTAL,4
ID009265,SUMTOTAL,4
ID065240,SUMTOTAL,4
ID064085,SUMTOTAL,4
ID054911,SUMTOTAL,4
IDFL-00294489,SUMTOTAL,4
ID054290,SUMTOTAL,4
ID058426,SUMTOTAL,4
ID065937,SUMTOTAL,4
ID060089,SUMTOTAL,4
ID061133,SUMTOTAL,4
ID059738,SUMTOTAL,4
ID068324,SUMTOTAL,4
ID053226,SUMTOTAL,4
IDFL-00274852,SUMTOTAL,4
ID066190,SUMTOTAL,4
ID066813,SUMTOTAL,4
ID063188,SUMTOTAL,4
ID059148,SUMTOTAL,4
ID038632,SUMTOTAL,4
ID055783,SUMTOTAL,4
ID041993,SUMTOTAL,4
ID057997,SUMTOTAL,4
ID050376,SUMTOTAL,4
ID063462,SUMTOTAL,4
IDFL-00288107,SUMTOTAL,4
ID054915,SUMTOTAL,4
ID057329,SUMTOTAL,4
ID068052,SUMTOTAL,4
ID068663,SUMTOTAL,4
ID068709,SUMTOTAL,4
ID057502,SUMTOTAL,4
ID049781,SUMTOTAL,4
ID038445,SUMTOTAL,4
ID068620,SUMTOTAL,4
IDKS-69920417,SUMTOTAL,4
ID065274,SUMTOTAL,4
ID059147,SUMTOTAL,4
IDKS-61740317,SUMTOTAL,4
IDAC-184870717,SUMTOTAL,4
ID054768,SUMTOTAL,4
ID042773,SUMTOTAL,4
ID009080,SUMTOTAL,4
ID048427,SUMTOTAL,4
ID066456,SUMTOTAL,4
ID061597,SUMTOTAL,4
ID043108,SUMTOTAL,4
ID063506,SUMTOTAL,4
ID047669,SUMTOTAL,4
ID049547,SUMTOTAL,4
ID066645,SUMTOTAL,4
ID064548,SUMTOTAL,4
IDAC-299200518,SUMTOTAL,4
ID060751,SUMTOTAL,4
ID060684,SUMTOTAL,4
ID042565,SUMTOTAL,4
ID056004,SUMTOTAL,4
IDAC-156550517,SUMTOTAL,4
ID051797,SUMTOTAL,4
ID066737,SUMTOTAL,4
ID057117,SUMTOTAL,4
ID048780,SUMTOTAL,4
IDFL-00293953,SUMTOTAL,4
ID066879,SUMTOTAL,4
ID043810,SUMTOTAL,4
ID049343,SUMTOTAL,4
IDFL-00263448,SUMTOTAL,4
ID064376,SUMTOTAL,4
ID044050,SUMTOTAL,4
ID027025,SUMTOTAL,4
IDAC-119170816,SUMTOTAL,4
ID067148,SUMTOTAL,4
ID058046,SUMTOTAL,4
ID057819,SUMTOTAL,4
ID056965,SUMTOTAL,4
ID028200,SUMTOTAL,2
ID041915,SUMTOTAL,4
ID048518,SUMTOTAL,4
IDAC-202460817,SUMTOTAL,4
ID067915,SUMTOTAL,4
ID055055,SUMTOTAL,4
IDAC-313410718,SUMTOTAL,4
ID035434,SUMTOTAL,4
ID036649,SUMTOTAL,4
ID061848,SUMTOTAL,4
ID062924,SUMTOTAL,4
ID066875,SUMTOTAL,4
ID067706,SUMTOTAL,4
ID068469,SUMTOTAL,4
ID062644,SUMTOTAL,4
ID033152,SUMTOTAL,4
ID046308,SUMTOTAL,4
ID030774,SUMTOTAL,3
ID057180,SUMTOTAL,4
ID065702,SUMTOTAL,4
ID046168,SUMTOTAL,4
ID035435,SUMTOTAL,4
IDAC-181590717,SUMTOTAL,4
ID033993,SUMTOTAL,4
ID067735,SUMTOTAL,4
ID034085,SUMTOTAL,4
ID060431,SUMTOTAL,4
ID067971,SUMTOTAL,4
ID062348,SUMTOTAL,4
ID067395,SUMTOTAL,4
ID066675,SUMTOTAL,4
ID051382,SUMTOTAL,4
ID068073,SUMTOTAL,4
ID065638,SUMTOTAL,4
IDAC-269971217,SUMTOTAL,4
ID051086,SUMTOTAL,4
ID062286,SUMTOTAL,4
IDAC-201550817,SUMTOTAL,4
ID049843,SUMTOTAL,4
IDAC-118600816,SUMTOTAL,4
ID068156,SUMTOTAL,4
ID065753,SUMTOTAL,4
ID039322,SUMTOTAL,4
IDFL-00294469,SUMTOTAL,4
ID050164,SUMTOTAL,4
ID056385,SUMTOTAL,4
ID027150,SUMTOTAL,4
ID044903,SUMTOTAL,4
IDAC-281800318,SUMTOTAL,4
ID061035,SUMTOTAL,4
IDFL-0011325,SUMTOTAL,4
ID048707,SUMTOTAL,4
IDFL-00282617,SUMTOTAL,4
ID056547,SUMTOTAL,4
ID059870,SUMTOTAL,4
IDAC-242930917,SUMTOTAL,4
ID065969,SUMTOTAL,4
ID061680,SUMTOTAL,4
ID045499,SUMTOTAL,4
ID061131,SUMTOTAL,4
ID056846,SUMTOTAL,4
ID038971,SUMTOTAL,4
ID068817,SUMTOTAL,4
ID065107,SUMTOTAL,4
ID066141,SUMTOTAL,4
ID065491,SUMTOTAL,4
ID050446,SUMTOTAL,4
IDKS-62140317,SUMTOTAL,4
ID034828,SUMTOTAL,4
ID068008,SUMTOTAL,4
ID055582,SUMTOTAL,4
ID037735,SUMTOTAL,4
ID064551,SUMTOTAL,4
ID066018,SUMTOTAL,4
ID062045,SUMTOTAL,4
IDFL-00280879,SUMTOTAL,4
ID068589,SUMTOTAL,4
ID066311,SUMTOTAL,4
ID068353,SUMTOTAL,4
ID059276,SUMTOTAL,4
ID057810,SUMTOTAL,4
ID068312,SUMTOTAL,4
IDFL-00267693,SUMTOTAL,4
ID063539,SUMTOTAL,4
ID053638,SUMTOTAL,4
ID060206,SUMTOTAL,4
ID062303,SUMTOTAL,4
ID066227,SUMTOTAL,4
ID052010,SUMTOTAL,4
ID055389,SUMTOTAL,4
IDAC-199400817,SUMTOTAL,4
ID058224,SUMTOTAL,4
ID060392,SUMTOTAL,4
ID064831,SUMTOTAL,4
ID049304,SUMTOTAL,4
ID030565,SUMTOTAL,4
ID063734,SUMTOTAL,4
ID059259,SUMTOTAL,4
ID067166,SUMTOTAL,4
ID048446,SUMTOTAL,4
ID067781,SUMTOTAL,4
IDAC-209540817,SUMTOTAL,4
ID045825,SUMTOTAL,4
IDFL-00261236,SUMTOTAL,4
ID068229,SUMTOTAL,4
ID066144,SUMTOTAL,4
IDFL-00275057,SUMTOTAL,4
ID056809,SUMTOTAL,4
ID042042,SUMTOTAL,4
ID057752,SUMTOTAL,4
ID040938,SUMTOTAL,4
ID030579,SUMTOTAL,4
ID003998,SUMTOTAL,4
ID059113,SUMTOTAL,4
ID039440,SUMTOTAL,4
ID055287,SUMTOTAL,4
ID055004,SUMTOTAL,4
ID051716,SUMTOTAL,4
ID063621,SUMTOTAL,4
ID065242,SUMTOTAL,3
ID027709,SUMTOTAL,4
ID063538,SUMTOTAL,4
ID068428,SUMTOTAL,4
ID057663,SUMTOTAL,4
ID065200,SUMTOTAL,4
ID031270,SUMTOTAL,4
IDFL-00293884,SUMTOTAL,4
ID026767,SUMTOTAL,4
ID030149,SUMTOTAL,4
ID035188,SUMTOTAL,4
ID029273,SUMTOTAL,4
ID064250,SUMTOTAL,4
ID068213,SUMTOTAL,4
ID064643,SUMTOTAL,4
ID047199,SUMTOTAL,4
ID066123,SUMTOTAL,4
ID044685,SUMTOTAL,4
ID056875,SUMTOTAL,4
ID064447,SUMTOTAL,4
IDAC-186310717,SUMTOTAL,4
IDFL-00280448,SUMTOTAL,4
ID045369,SUMTOTAL,4
ID038768,SUMTOTAL,4
ID048453,SUMTOTAL,4
ID029524,SUMTOTAL,4
ID063591,SUMTOTAL,4
ID063747,SUMTOTAL,4
ID064065,SUMTOTAL,4
ID037192,SUMTOTAL,4
ID059567,SUMTOTAL,4
ID028703,SUMTOTAL,4
ID036464,SUMTOTAL,4
IDFL-00290478,SUMTOTAL,4
IDAC-205600817,SUMTOTAL,4
ID066042,SUMTOTAL,4
ID053905,SUMTOTAL,4
ID039327,SUMTOTAL,4
ID027733,SUMTOTAL,4
IDFL-00280449,SUMTOTAL,4
ID061305,SUMTOTAL,4
ID067507,SUMTOTAL,4
ID046571,SUMTOTAL,4
ID068273,SUMTOTAL,4
ID052712,SUMTOTAL,4
ID067694,SUMTOTAL,4
ID067791,SUMTOTAL,4
ID065326,SUMTOTAL,4
ID066999,SUMTOTAL,4
ID064027,SUMTOTAL,4
ID064785,SUMTOTAL,4
ID063851,SUMTOTAL,4
ID041338,SUMTOTAL,4
ID059697,SUMTOTAL,4
ID047366,SUMTOTAL,4
ID046419,SUMTOTAL,4
IDFL-0006641,SUMTOTAL,4
ID008465,SUMTOTAL,4
ID050111,SUMTOTAL,4
ID039263,SUMTOTAL,4
IDAC-298720518,SUMTOTAL,4
ID063109,SUMTOTAL,4
ID008393,SUMTOTAL,4
ID060709,SUMTOTAL,
IDFL-00294185,SUMTOTAL,4
ID050966,SUMTOTAL,4
IDFL-00285869,SUMTOTAL,4
IDFL-00288995,SUMTOTAL,4
ID037548,SUMTOTAL,4
ID066621,SUMTOTAL,4
ID062967,SUMTOTAL,4
ID053459,SUMTOTAL,4
ID053633,SUMTOTAL,4
ID065711,SUMTOTAL,4
ID057829,SUMTOTAL,4
ID065343,SUMTOTAL,4
IDFL-00270049,SUMTOTAL,4
ID057078,SUMTOTAL,4
ID058836,SUMTOTAL,4
ID059744,SUMTOTAL,4
ID063771,SUMTOTAL,4
ID064449,SUMTOTAL,4
ID003431,SUMTOTAL,4
ID053760,SUMTOTAL,4
IDFL-00289041,SUMTOTAL,4
ID046503,SUMTOTAL,4
ID064874,SUMTOTAL,4
ID066380,SUMTOTAL,4
IDFL-00285086,SUMTOTAL,4
ID067312,SUMTOTAL,4
ID052178,SUMTOTAL,4
IDKS-37251016,SUMTOTAL,4
ID067980,SUMTOTAL,4
ID065729,SUMTOTAL,4
ID034299,SUMTOTAL,4
IDFL-00260961,SUMTOTAL,4
ID065599,SUMTOTAL,4
IDAC-256450917,SUMTOTAL,4
ID062191,SUMTOTAL,4
IDAC-321250918,SUMTOTAL,4
ID063286,SUMTOTAL,4
ID036075,SUMTOTAL,4
ID057835,SUMTOTAL,4
IDFL-00280461,SUMTOTAL,4
ID068245,SUMTOTAL,4
ID068605,SUMTOTAL,4
ID046961,SUMTOTAL,4
ID062113,SUMTOTAL,4
ID062134,SUMTOTAL,4
ID063436,SUMTOTAL,4
ID067782,SUMTOTAL,4
ID058935,SUMTOTAL,4
ID052593,SUMTOTAL,4
ID039154,SUMTOTAL,4
ID044961,SUMTOTAL,4
ID057232,SUMTOTAL,4
ID038878,SUMTOTAL,4
ID067435,SUMTOTAL,4
IDAC-164870617,SUMTOTAL,4
ID065742,SUMTOTAL,4
ID066393,SUMTOTAL,4
ID037579,SUMTOTAL,4
ID048098,SUMTOTAL,4
ID044627,SUMTOTAL,4
ID056553,SUMTOTAL,4
ID032447,SUMTOTAL,4
IDFL-00280357,SUMTOTAL,4
ID068195,SUMTOTAL,4
ID068463,SUMTOTAL,4
ID060234,SUMTOTAL,4
IDFL-00291604,SUMTOTAL,4
ID063790,SUMTOTAL,4
ID044932,SUMTOTAL,4
ID067914,SUMTOTAL,4
ID045789,SUMTOTAL,4
ID068305,SUMTOTAL,4
ID042974,SUMTOTAL,4
ID058145,SUMTOTAL,4
IDFL-00265827,SUMTOTAL,4
IDFL-00273892,SUMTOTAL,4
ID062130,SUMTOTAL,4
ID041932,SUMTOTAL,4
IDKS-92041217,SUMTOTAL,4
ID058728,SUMTOTAL,4
ID061250,SUMTOTAL,4
ID054195,SUMTOTAL,4
ID061934,SUMTOTAL,4
IDAC-236260917,SUMTOTAL,4
ID059976,SUMTOTAL,4
IDFL-00287555,SUMTOTAL,4
IDAC-188450717,SUMTOTAL,4
IDAC-297930418,SUMTOTAL,4
ID064061,SUMTOTAL,4
ID028148,SUMTOTAL,4
ID068743,SUMTOTAL,4
ID062035,SUMTOTAL,4
IDFL-0006380,SUMTOTAL,4
ID065564,SUMTOTAL,4
ID059741,SUMTOTAL,4
IDAC-180390717,SUMTOTAL,4
IDFL-00291916,SUMTOTAL,4
IDFL-00284208,SUMTOTAL,4
ID067996,SUMTOTAL,4
IDAC-161920617,SUMTOTAL,4
ID038114,SUMTOTAL,4
ID056351,SUMTOTAL,4
ID062688,SUMTOTAL,4
ID064003,SUMTOTAL,4
ID062195,SUMTOTAL,4
ID058820,SUMTOTAL,4
ID065894,SUMTOTAL,4
ID066878,SUMTOTAL,4
IDFL-00283591,SUMTOTAL,4
ID067661,SUMTOTAL,4
ID067434,SUMTOTAL,4
IDAC-194940817,SUMTOTAL,4
ID067635,SUMTOTAL,4
ID048439,SUMTOTAL,4
ID047289,SUMTOTAL,4
ID028509,SUMTOTAL,4
ID067300,SUMTOTAL,4
ID067098,SUMTOTAL,4
ID068728,SUMTOTAL,4
ID051023,SUMTOTAL,4
IDFL-00293468,SUMTOTAL,4
ID066136,SUMTOTAL,4
ID068421,SUMTOTAL,4
ID068600,SUMTOTAL,4
ID059209,SUMTOTAL,4
IDFL-00294043,SUMTOTAL,4
ID065093,SUMTOTAL,3
ID063151,SUMTOTAL,4
ID052641,SUMTOTAL,4
ID066639,SUMTOTAL,4
ID058726,SUMTOTAL,4
ID064957,SUMTOTAL,4
ID051932,SUMTOTAL,4
IDAC-198950817,SUMTOTAL,4
ID064466,SUMTOTAL,4
ID061449,SUMTOTAL,4
ID060846,SUMTOTAL,4
ID044630,SUMTOTAL,4
ID027300,SUMTOTAL,4
ID048981,SUMTOTAL,4
ID068001,SUMTOTAL,4
IDAC-239510917,SUMTOTAL,4
ID060785,SUMTOTAL,4
ID055353,SUMTOTAL,4
ID064390,SUMTOTAL,4
ID059663,SUMTOTAL,4
ID039014,SUMTOTAL,4
IDAC-257891017,SUMTOTAL,4
IDAC-306370618,SUMTOTAL,4
ID001445,SUMTOTAL,4
ID036374,SUMTOTAL,4
ID058322,SUMTOTAL,4
ID056887,SUMTOTAL,1
ID060394,SUMTOTAL,4
IDAC-241090917,SUMTOTAL,4
ID046583,SUMTOTAL,4
ID051681,SUMTOTAL,4
ID068043,SUMTOTAL,4
ID038749,SUMTOTAL,4
ID057372,SUMTOTAL,4
ID066530,SUMTOTAL,4
ID060451,SUMTOTAL,4
ID034808,SUMTOTAL,4
ID054699,SUMTOTAL,4
ID053157,SUMTOTAL,4
ID056980,SUMTOTAL,4
ID060998,SUMTOTAL,4
ID056675,SUMTOTAL,4
ID026856,SUMTOTAL,4
ID058808,SUMTOTAL,4
ID067092,SUMTOTAL,4
ID064052,SUMTOTAL,4
ID061753,SUMTOTAL,4
ID066436,SUMTOTAL,4
IDFL-00289074,SUMTOTAL,4
ID068538,SUMTOTAL,4
ID046871,SUMTOTAL,4
ID055037,SUMTOTAL,4
ID039504,SUMTOTAL,4
ID050105,SUMTOTAL,4
ID053229,SUMTOTAL,4
ID046163,SUMTOTAL,4
ID049982,SUMTOTAL,4
ID054744,SUMTOTAL,4
IDFL-00291846,SUMTOTAL,4
ID064569,SUMTOTAL,4
ID034097,SUMTOTAL,4
ID043153,SUMTOTAL,4
ID009664,SUMTOTAL,4
IDAC-258671017,SUMTOTAL,4
ID066981,SUMTOTAL,4
ID044012,SUMTOTAL,4
ID055405,SUMTOTAL,4
ID059678,SUMTOTAL,4
IDAC-249730917,SUMTOTAL,4
ID068119,SUMTOTAL,4
ID058590,SUMTOTAL,4
ID035328,SUMTOTAL,4
ID066503,SUMTOTAL,4
IDAC-241120917,SUMTOTAL,4
IDAC-219260817,SUMTOTAL,4
ID054034,SUMTOTAL,4
ID065757,SUMTOTAL,4
IDFL-00290674,SUMTOTAL,4
ID065995,SUMTOTAL,4
ID050549,SUMTOTAL,4
ID058533,SUMTOTAL,4
IDFL-00267299,SUMTOTAL,4
ID064846,SUMTOTAL,4
ID066208,SUMTOTAL,4
ID067962,SUMTOTAL,4
ID060141,SUMTOTAL,4
ID053932,SUMTOTAL,4
ID064876,SUMTOTAL,4
ID051940,SUMTOTAL,4
ID034415,SUMTOTAL,4
ID068571,SUMTOTAL,4
ID056240,SUMTOTAL,4
ID060689,SUMTOTAL,4
ID061424,SUMTOTAL,4
ID061316,SUMTOTAL,4
ID058194,SUMTOTAL,4
ID058384,SUMTOTAL,4
ID067673,SUMTOTAL,4
ID063163,SUMTOTAL,4
ID033899,SUMTOTAL,4
ID065160,SUMTOTAL,4
ID034419,SUMTOTAL,4
IDFL-00264879,SUMTOTAL,4
ID029945,SUMTOTAL,4
ID061524,SUMTOTAL,4
ID044758,SUMTOTAL,4
ID068596,SUMTOTAL,4
ID064450,SUMTOTAL,4
ID062046,SUMTOTAL,4
IDAC-296290418,SUMTOTAL,4
ID068264,SUMTOTAL,4
ID032451,SUMTOTAL,4
ID068523,SUMTOTAL,4
ID049043,SUMTOTAL,4
ID061502,SUMTOTAL,4
ID064989,SUMTOTAL,4
ID059102,SUMTOTAL,4
ID068610,SUMTOTAL,4
IDKS-61150317,SUMTOTAL,4
IDAC-203700817,SUMTOTAL,4
ID053340,SUMTOTAL,4
ID056175,SUMTOTAL,4
ID068580,SUMTOTAL,4
ID057469,SUMTOTAL,4
ID060410,SUMTOTAL,4
ID063113,SUMTOTAL,4
ID050944,SUMTOTAL,4
ID062186,SUMTOTAL,4
ID047282,SUMTOTAL,4
ID056804,SUMTOTAL,4
ID049422,SUMTOTAL,4
IDAC-323820918,SUMTOTAL,4
ID068269,SUMTOTAL,4
ID066588,SUMTOTAL,4
ID067755,SUMTOTAL,4
ID051217,SUMTOTAL,4
ID032122,SUMTOTAL,4
ID057937,SUMTOTAL,4
ID060035,SUMTOTAL,4
ID061413,SUMTOTAL,4
ID061596,SUMTOTAL,4
ID050081,SUMTOTAL,4
ID064050,SUMTOTAL,4
ID045794,SUMTOTAL,4
ID044571,SUMTOTAL,4
ID057566,SUMTOTAL,4
ID061224,SUMTOTAL,4
ID047819,SUMTOTAL,4
ID066643,SUMTOTAL,4
ID067214,SUMTOTAL,4
ID038651,SUMTOTAL,4
IDFL-00290642,SUMTOTAL,4
ID044518,SUMTOTAL,4
